City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Milicz,PL,51.5277,17.2714,55.11,80,93,5.35,overcast clouds
347,Adiake,CI,5.2863,-3.304,74.88,89,36,4.56,scattered clouds
348,Lompoc,US,34.6391,-120.4579,78.94,64,40,11.5,scattered clouds
349,Itoman,JP,26.1247,127.6694,78.82,83,44,4.61,scattered clouds
350,Hirara,JP,24.8,125.2833,79.48,63,12,10.27,few clouds
351,Kurilsk,RU,45.2333,147.8833,53.24,70,0,7.02,clear sky
352,Axim,GH,4.8699,-2.2405,75.43,89,69,5.12,broken clouds
353,Nikolskoye,RU,59.7035,30.7861,49.89,97,15,3.89,few clouds
354,Longyearbyen,SJ,78.2186,15.6401,33.64,75,40,25.32,scattered clouds
355,Lasa,IT,46.6166,10.7002,47.7,85,8,1.07,clear sky
356,Tornio,FI,65.8481,24.1466,50.02,79,100,13.02,overcast clouds
357,Worcester,US,42.3334,-71.8328,71.56,71,40,10.36,scattered clouds
358,Komsomolskiy,UZ,40.4272,71.7189,68.72,42,44,6.91,scattered clouds
359,Dingle,PH,10.9995,122.6711,74.53,90,100,1.57,overcast clouds
360,Bambous Virieux,MU,-20.3428,57.7575,71.85,83,75,14.97,light rain
361,Bermejo,AR,-32.8833,-68.8,55.15,33,8,2.1,clear sky
362,Albion,US,42.2431,-84.753,84.06,60,40,9.22,scattered clouds
363,Hofn,IS,64.2539,-15.2082,51.19,80,100,3.62,overcast clouds
364,Luderitz,NA,-26.6481,15.1594,62.91,40,0,5.19,clear sky
365,Sinnamary,GF,5.3833,-52.95,81.19,80,8,14.5,clear sky
366,Benin,BJ,9.5,2.25,73.89,90,94,2.48,overcast clouds
367,Isangel,VU,-19.55,169.2667,77.05,78,9,5.14,clear sky
368,Emerald,AU,-23.5333,148.1667,68.14,100,100,4.61,overcast clouds
369,Vardo,NO,70.3705,31.1107,44.58,87,75,18.41,light rain
370,Malakal,SS,9.5334,31.6605,69.57,92,100,6.76,light rain
371,Coihaique,CL,-45.5752,-72.0662,50.61,50,40,8.05,scattered clouds
372,Staroye Drozhzhanoye,RU,54.7266,47.5677,56.26,98,99,7.27,overcast clouds
373,Nuuk,GL,64.1835,-51.7216,50.61,50,75,25.32,broken clouds
374,Puerto Maldonado,PE,-12.6,-69.1833,95.4,46,0,6.91,clear sky
375,Qaqortoq,GL,60.7167,-46.0333,42.19,76,39,4.21,scattered clouds
376,Luis Correia,BR,-2.8792,-41.6669,82.4,78,75,17.27,broken clouds
377,Omboue,GA,-1.5746,9.2618,75.88,86,100,9.35,overcast clouds
378,Saiha,IN,22.4833,92.9667,70.32,99,90,1.5,overcast clouds
379,Qasigiannguit,GL,68.8193,-51.1922,35.85,78,68,6.24,broken clouds
380,Liaoyang,CN,41.2719,123.1731,57.52,74,0,9.86,clear sky
381,Oussouye,SN,12.485,-16.5469,75.69,93,100,7.36,light rain
382,Burgos,ES,42.3394,-3.7079,54.01,66,0,8.05,clear sky
383,Bekhtery,UA,46.251,32.2927,59.81,48,100,5.1,overcast clouds
384,Fare,PF,-16.7,-151.0167,78.71,69,2,19.73,clear sky
385,Deer Lake,CA,49.1667,-57.4316,56.71,71,100,9.64,overcast clouds
386,Shelburne,CA,44.0787,-80.2041,77.13,63,79,16.73,broken clouds
387,Camacha,PT,33.0833,-16.3333,71.02,78,20,6.91,few clouds
388,Mananjary,MG,-21.2167,48.3333,66.63,92,25,3.22,light rain
389,La Encarnacion,HN,14.6667,-89.0833,71.82,91,100,1.57,overcast clouds
390,Lianzhou,CN,24.7811,112.3825,71.4,63,21,1.83,few clouds
391,Mikuni,JP,36.2171,136.1519,66.31,72,100,1.25,overcast clouds
392,Ritchie,ZA,-29.038,24.6028,54.34,33,9,0.36,clear sky
393,Yarmouth,US,41.7057,-70.2286,67.14,77,100,6.91,overcast clouds
394,Griffith,US,41.5284,-87.4237,87.73,64,0,9.22,clear sky
395,Pahrump,US,36.2083,-115.9839,86.05,22,0,14.0,clear sky
396,Alta,NO,69.9689,23.2717,47.46,93,100,3.44,overcast clouds
397,Pyinmana,MM,19.7333,96.2167,73.65,95,31,2.17,scattered clouds
398,Tabas,IR,33.5959,56.9244,80.65,13,0,3.13,clear sky
399,Richards Bay,ZA,-28.783,32.0377,60.39,84,58,4.54,broken clouds
400,Manzanillo,CU,20.3433,-77.1167,88.52,57,28,10.31,scattered clouds
401,Kattivakkam,IN,13.2167,80.3167,84.29,68,60,11.41,broken clouds
402,Otane,NZ,-39.8833,176.6333,54.01,95,100,5.08,overcast clouds
403,Tambun,ID,-6.2641,107.0712,80.49,80,52,2.01,broken clouds
404,Numan,NG,9.4667,12.0333,75.58,88,56,1.74,broken clouds
405,Port Hawkesbury,CA,45.6169,-61.3485,66.96,98,100,9.22,overcast clouds
406,Ranot,TH,7.7777,100.3213,80.29,79,100,11.32,overcast clouds
407,Colorado Springs,US,38.8339,-104.8214,69.8,64,100,18.41,overcast clouds
408,Khandyga,RU,62.6667,135.6,25.29,97,18,4.45,few clouds
409,Nalut,LY,30.3333,10.85,83.52,46,3,14.27,clear sky
410,Broome,US,42.2506,-75.833,79.47,63,40,10.36,scattered clouds
411,Murgab,TM,37.4966,61.9714,74.3,18,0,7.9,clear sky
412,Lebu,CL,-37.6167,-73.65,50.56,72,52,6.89,light rain
413,Ust-Kuyga,RU,70.0167,135.6,32.16,98,100,8.14,light snow
414,Aksu,CN,41.1231,80.2644,72.36,30,86,5.19,overcast clouds
415,Ketchikan,US,55.3422,-131.6461,64.87,68,0,5.75,clear sky
416,Syava,RU,58.0146,46.3222,46.8,94,60,6.44,light rain
417,Roald,NO,62.5833,6.1333,61.72,72,0,5.75,clear sky
418,Solnechnyy,RU,50.7214,136.6319,43.48,87,100,5.57,overcast clouds
419,Ngunguru,NZ,-35.6167,174.5,56.43,83,39,6.8,scattered clouds
420,Tha Chang,TH,9.2642,99.1922,75.24,89,58,5.08,broken clouds
421,Merauke,ID,-8.4667,140.3333,77.45,88,99,10.09,overcast clouds
422,Beloha,MG,-25.1667,45.05,73.0,51,0,12.35,clear sky
423,Venado Tuerto,AR,-33.7456,-61.9688,59.77,33,99,9.89,overcast clouds
424,Bilibino,RU,68.0546,166.4372,36.86,77,96,9.69,overcast clouds
425,Soma,TR,39.1855,27.6094,58.08,71,5,8.57,clear sky
426,Dalen,NL,52.6992,6.7556,51.06,82,57,1.72,broken clouds
427,Port Angeles,US,48.1181,-123.4307,77.54,32,0,5.75,clear sky
428,Fort Abbas,PK,29.1925,72.8536,88.5,52,1,7.92,clear sky
429,San Carlos De Bariloche,AR,-41.1456,-71.3082,44.35,53,40,24.16,scattered clouds
430,Pervomayskiy,RU,53.2485,40.2871,48.81,91,12,4.34,few clouds
431,San Miguel,SV,13.4833,-88.1833,77.32,96,100,1.74,overcast clouds
432,Maniitsoq,GL,65.4167,-52.9,40.01,83,100,16.62,overcast clouds
433,Mokhsogollokh,RU,61.4681,128.9203,27.21,87,71,8.25,broken clouds
434,Sovetskiy,RU,61.3614,63.5842,49.37,77,77,11.52,broken clouds
435,Marzuq,YE,14.4,46.4667,80.85,53,96,3.13,overcast clouds
436,Dudinka,RU,69.4058,86.1778,35.11,97,100,20.76,snow
437,Pathein,MM,16.7833,94.7333,76.78,92,100,5.82,overcast clouds
438,Newport,GB,51.5877,-2.9984,59.68,78,89,6.04,overcast clouds
439,Bani Walid,LY,31.7566,13.9942,74.08,78,6,11.83,clear sky
440,Sistranda,NO,63.7256,8.834,49.96,67,100,11.03,overcast clouds
441,Kangundo,KE,-1.2979,37.3471,64.74,69,38,7.87,scattered clouds
442,Kenora,CA,49.8167,-94.4337,51.78,53,100,13.0,overcast clouds
443,Balabac,PH,7.9868,117.0645,80.92,75,100,2.95,light rain
444,Leshukonskoye,RU,64.8989,45.7622,35.91,93,38,3.98,scattered clouds
445,Samarai,PG,-10.6167,150.6667,78.73,85,100,10.42,overcast clouds
446,Dali,CN,25.7,100.1833,59.7,93,100,2.55,overcast clouds
447,Ambunti,PG,-4.2365,142.8448,72.25,99,100,1.41,overcast clouds
448,Sampit,ID,-2.5333,112.95,73.71,96,100,1.74,overcast clouds
449,Destin,US,30.3935,-86.4958,94.12,60,0,9.22,clear sky
450,Lagoa,PT,39.05,-27.9833,73.78,83,31,10.87,scattered clouds
451,Gouyave,GD,12.1646,-61.7296,80.35,81,98,20.78,overcast clouds
452,Cockburn Town,TC,21.4612,-71.1419,83.34,80,100,22.15,overcast clouds
453,Sadat,IN,25.6833,83.2833,78.75,90,5,9.35,clear sky
454,Carutapera,BR,-1.195,-46.02,80.38,71,17,10.2,few clouds
455,Verkhneuralsk,RU,53.8769,59.2106,55.92,34,99,2.24,overcast clouds
456,Turukhansk,RU,65.8167,87.9833,40.71,98,100,16.31,light rain
457,Gemena,CD,3.25,19.7667,70.56,97,100,0.58,overcast clouds
458,Labytnangi,RU,66.6572,66.4183,38.34,74,70,20.67,broken clouds
459,Qandala,SO,11.472,49.8728,88.99,57,62,8.79,broken clouds
460,Kontagora,NG,10.3999,5.4695,73.0,96,100,2.42,moderate rain
461,Husavik,IS,66.0449,-17.3389,46.18,93,99,5.64,overcast clouds
462,La Asuncion,VE,11.0333,-63.8628,81.9,78,89,8.32,overcast clouds
463,Havre-Saint-Pierre,CA,50.2334,-63.5986,52.16,93,100,12.66,mist
464,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.29,84,69,7.72,broken clouds
465,Bud,US,39.447,-86.1758,92.62,55,8,12.91,clear sky
466,Te Anau,NZ,-45.4167,167.7167,45.82,85,77,0.94,broken clouds
467,Mercedes,AR,-34.6515,-59.4307,62.04,38,100,6.93,overcast clouds
468,Chibombo,ZM,-14.6569,28.0706,76.48,28,5,9.15,clear sky
469,Egvekinot,RU,66.3167,-179.1667,32.83,98,100,12.24,snow
470,Esmeraldas,BR,-19.7625,-44.3139,81.46,58,97,4.76,overcast clouds
471,Copiapo,CL,-27.3667,-70.3333,56.89,23,0,6.29,clear sky
472,Akhmim,EG,26.5622,31.745,81.77,34,0,10.96,clear sky
473,Podgorodnyaya Pokrovka,RU,51.8281,54.9874,51.93,24,88,4.63,overcast clouds
474,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,89.47,53,83,2.35,broken clouds
475,Ponta Delgada,PT,37.7333,-25.6667,78.49,88,20,3.44,few clouds
476,Ulladulla,AU,-35.35,150.4667,59.9,94,97,6.58,overcast clouds
477,Berlevag,NO,70.8578,29.0864,48.2,81,75,23.02,broken clouds
478,Vanimo,PG,-2.6741,141.3028,76.62,88,94,4.18,overcast clouds
479,Santa Cruz,BO,-17.8,-63.1667,85.46,65,40,13.8,scattered clouds
480,Half Moon Bay,US,37.4636,-122.4286,75.88,76,0,12.66,clear sky
481,Rafsanjan,IR,30.4067,55.9939,75.94,14,1,4.32,clear sky
482,Spassk-Ryazanskiy,RU,54.4072,40.3806,49.08,89,53,4.68,broken clouds
483,Andenes,NO,69.3143,16.1194,51.78,93,75,10.36,broken clouds
484,Chihuahua,MX,28.5,-106.0,84.2,37,28,7.99,scattered clouds
485,North Bend,US,43.4065,-124.2243,70.25,91,75,8.05,broken clouds
486,Yerbogachen,RU,61.2767,108.0108,28.63,93,100,3.0,overcast clouds
487,Moron,AR,-34.6534,-58.6198,61.05,58,90,5.48,overcast clouds
488,Bengkulu,ID,-3.8004,102.2655,73.94,90,49,2.93,light rain
489,Jeremie,HT,18.65,-74.1167,84.67,74,78,8.75,broken clouds
490,Nago,JP,26.5881,127.9761,73.45,85,61,3.78,broken clouds
491,Buzmeyin,TM,38.0507,58.2056,78.85,20,0,1.41,clear sky
492,Pendleton,US,45.6721,-118.7886,71.83,38,0,9.22,clear sky
493,Bousso,TD,10.4795,16.7117,76.39,82,69,3.02,broken clouds
494,Innisfail,AU,-17.5333,146.0333,71.89,89,96,3.74,overcast clouds
495,Seoul,KR,37.5683,126.9778,62.04,57,48,3.94,scattered clouds
496,Caravelas,BR,-17.7125,-39.2481,74.28,82,57,11.45,broken clouds
497,Sapa,PH,5.1544,120.3241,80.71,75,100,1.39,overcast clouds
498,Lazaro Cardenas,MX,17.9583,-102.2,82.78,75,97,4.85,overcast clouds
499,Kieta,PG,-6.2167,155.6333,77.16,80,100,3.42,overcast clouds
500,Port Lincoln,AU,-34.7333,135.8667,52.97,86,96,3.96,overcast clouds
501,Onzaga,CO,6.3443,-72.8173,64.8,81,100,2.86,overcast clouds
502,Aktau,KZ,43.65,51.2,64.98,30,1,9.48,clear sky
503,Alamos,MX,27.0167,-108.9333,92.79,48,3,6.06,clear sky
504,Sibolga,ID,1.7427,98.7792,72.66,96,100,9.4,light rain
505,Atasu,KZ,48.6814,71.6433,60.8,45,0,9.22,clear sky
506,Abu Kamal,SY,34.4506,40.9171,83.55,33,3,4.81,clear sky
507,Arman,RU,59.7,150.1667,35.02,65,1,10.6,clear sky
508,Salisbury,GB,51.0693,-1.7957,55.81,81,0,4.61,clear sky
509,Takapau,NZ,-40.0333,176.35,50.74,98,100,2.28,overcast clouds
510,Tuatapere,NZ,-46.1333,167.6833,48.65,79,14,2.39,few clouds
511,Poopo,BO,-18.3667,-66.9667,65.17,4,20,17.11,few clouds
512,Snyder,US,32.7179,-100.9176,96.1,27,0,9.22,clear sky
513,Qianguo,CN,45.1171,124.8568,56.82,60,37,21.27,scattered clouds
514,San Cristobal,VE,7.7669,-72.225,75.38,74,81,1.5,broken clouds
515,Sungaipenuh,ID,-2.0833,101.3833,62.71,98,90,1.99,overcast clouds
516,Marathon,US,44.9,-89.7668,65.17,56,75,18.41,broken clouds
517,Raduzhnyy,RU,62.0961,77.475,49.73,78,13,12.82,few clouds
518,Dakoro,NE,14.5106,6.765,92.16,31,74,5.06,broken clouds
519,Karasjok,NO,69.4719,25.5112,41.45,90,100,4.94,overcast clouds
520,Kaniama,CD,-7.5667,24.1833,69.84,82,97,1.68,light rain
521,Gat,IL,31.61,34.7642,77.68,100,0,5.46,clear sky
522,Kharp,RU,66.8014,65.8081,36.43,84,97,22.12,light rain
523,Kautokeino,NO,69.0125,23.0412,42.03,88,100,3.76,overcast clouds
524,Yarada,IN,17.65,83.2667,80.92,89,40,2.3,mist
525,Iisalmi,FI,63.5592,27.1907,38.28,79,95,3.31,overcast clouds
526,Bolshaya Dzhalga,RU,45.9695,42.6966,61.05,94,100,4.54,moderate rain
527,Patan,NP,27.6667,85.3333,70.18,88,75,3.44,broken clouds
528,Chokurdakh,RU,70.6333,147.9167,31.71,94,100,10.4,overcast clouds
529,Vila Franca Do Campo,PT,37.7167,-25.4333,78.19,87,64,1.12,broken clouds
530,Kapoeta,SS,4.7717,33.5903,81.79,40,43,8.55,scattered clouds
531,Zemio,CF,5.0314,25.1361,70.39,95,100,1.19,light rain
532,Troitsko-Pechorsk,RU,62.7084,56.1964,40.32,95,12,6.31,few clouds
533,Pueblo,US,38.2545,-104.6091,70.56,48,100,18.41,overcast clouds
534,Kandi,BJ,11.1342,2.9386,74.57,92,74,2.59,broken clouds
535,Livingston,GB,55.9029,-3.5226,60.48,81,100,11.5,overcast clouds
536,Sao Felix Do Xingu,BR,-6.6447,-51.995,88.81,37,83,2.13,broken clouds
537,Laguna,US,38.421,-121.4238,79.09,59,75,3.44,broken clouds
538,Saint Anthony,US,45.0205,-93.218,67.75,52,40,25.32,scattered clouds
539,Xining,CN,36.6167,101.7667,50.43,69,91,3.24,overcast clouds
540,Juybar,IR,36.6412,52.9124,71.76,71,0,3.4,clear sky
541,Lixourion,GR,38.2019,20.4314,70.57,50,64,22.17,broken clouds
542,Uyuni,BO,-20.4597,-66.825,54.55,8,15,27.47,few clouds
543,Cayambe,EC,0.05,-78.1333,58.26,72,95,1.48,light rain
544,Dhidhdhoo,MV,6.8833,73.1,81.36,75,4,10.04,clear sky
545,Pundaguitan,PH,6.3711,126.1689,82.76,70,100,3.2,overcast clouds
546,Panzhihua,CN,26.5851,101.7128,66.52,94,68,1.28,broken clouds
547,Bheramara,BD,24.0232,88.9925,77.65,95,31,6.22,scattered clouds
548,Carupano,VE,10.6678,-63.2585,81.43,81,98,5.17,overcast clouds
549,Dallas,US,32.7668,-96.7836,100.49,37,20,10.36,few clouds
550,Ambilobe,MG,-13.2,49.05,72.99,70,51,3.2,broken clouds
551,Atbasar,KZ,51.8,68.3333,63.97,46,0,3.71,clear sky
552,Ust-Nera,RU,64.5667,143.2,25.03,96,100,5.7,overcast clouds
553,Bandarbeyla,SO,9.4942,50.8122,77.74,87,73,20.71,broken clouds
554,Wajima,JP,37.4,136.9,67.57,68,100,16.55,overcast clouds
555,Victor Harbor,AU,-35.5667,138.6167,49.68,93,74,1.83,broken clouds
556,Moranbah,AU,-22.0016,148.0466,70.84,76,97,13.04,overcast clouds
